,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,2,0,0,0,0,0,10,0,30,0,3,0,2,10,0
1,0,1,3,4,0,0,0,0,1,10,0,11,0,6,0,7,6,0
2,0,2,3,1,0,0,0,0,2,3,0,3,0,15,0,9,1,0
3,0,3,3,0,1,0,0,0,8,0,0,0,0,23,0,7,0,0
4,0,4,3,6,8,0,2,0,29,0,2,0,0,6,1,0,1,0
5,0,5,3,19,12,0,7,0,27,0,1,0,0,3,0,0,0,0
6,0,6,3,27,13,0,25,0,8,8,7,0,0,1,0,1,0,0
7,0,7,3,11,9,0,18,0,1,19,18,2,0,0,0,3,3,0
8,0,8,3,0,1,0,6,0,1,29,18,10,0,0,3,4,1,0
9,0,9,3,1,0,0,3,0,0,14,10,25,0,0,4,6,8,0
10,1,0,3,10,0,0,0,0,0,15,0,10,0,2,0,7,6,0
11,1,1,3,11,1,0,0,0,0,7,0,2,0,7,0,19,4,0
12,1,2,3,4,1,0,0,0,2,3,0,1,0,11,0,23,1,1
13,1,3,3,4,2,0,0,0,6,0,0,1,0,6,3,4,0,2
14,1,4,3,14,9,0,2,0,19,0,1,0,0,5,8,3,0,3
15,1,5,3,20,22,0,14,0,25,0,1,0,0,0,6,1,0,2
16,1,6,3,32,15,0,20,0,4,4,10,0,0,1,6,0,0,0
17,1,7,3,9,10,0,16,0,1,11,12,0,0,0,7,2,0,0
18,1,8,3,4,8,0,9,0,0,11,8,8,0,0,7,12,2,0
19,1,9,3,6,3,0,3,0,0,17,10,3,0,0,12,16,6,0
20,2,0,3,14,0,0,0,0,5,8,0,1,2,0,0,6,10,0
21,2,1,4,16,1,0,0,0,5,8,0,0,3,1,0,20,2,1
22,2,2,3,14,1,0,0,0,2,0,0,0,1,3,2,23,0,3
23,2,3,3,7,3,0,1,0,4,0,0,0,0,1,11,12,0,12
24,2,4,3,3,12,0,2,2,8,0,0,0,1,4,30,3,0,15
25,2,5,3,19,21,0,3,0,13,0,0,0,0,2,30,1,0,11
26,2,6,3,25,21,0,14,0,2,1,9,0,0,3,9,2,0,1
27,2,7,5,7,19,0,4,0,0,2,11,0,0,1,5,3,2,1
28,2,8,3,4,15,0,4,0,0,6,13,0,1,0,22,17,8,0
29,2,9,3,5,7,0,1,0,3,3,6,1,1,2,15,13,6,1
30,3,0,6,17,0,0,0,0,19,0,0,0,15,0,0,7,20,0
31,3,1,7,8,3,0,0,0,11,0,0,0,10,0,0,10,6,0
32,3,2,6,8,1,0,0,1,2,1,0,1,5,0,5,9,1,16
33,3,3,4,5,2,0,1,3,3,0,0,0,4,2,13,12,0,37
34,3,4,3,11,11,0,1,0,2,1,0,0,1,4,22,1,0,42
35,3,5,3,23,22,0,2,3,2,0,0,0,0,9,23,2,0,29
36,3,6,15,27,25,0,3,1,2,0,3,0,0,5,15,0,0,12
37,3,7,15,9,26,1,5,0,0,0,3,0,0,6,12,1,2,5
38,3,8,15,5,20,0,5,0,2,1,4,0,0,6,18,5,5,3
39,3,9,3,7,7,0,0,0,3,0,2,0,6,0,18,6,11,3
40,4,0,9,9,8,0,0,0,17,0,0,0,26,0,0,1,17,0
41,4,1,10,12,8,0,0,1,6,0,0,2,28,0,0,5,11,4
42,4,2,9,7,3,0,0,8,4,1,0,3,18,1,2,15,3,15
43,4,3,6,1,3,0,2,6,0,1,0,1,7,1,9,15,0,36
44,4,4,3,8,7,4,8,14,0,0,0,2,11,10,11,4,0,50
45,4,5,5,24,17,16,13,4,0,0,1,0,3,12,15,3,0,37
46,4,6,15,25,15,9,17,1,0,1,1,0,0,31,11,1,0,7
47,4,7,15,14,22,2,8,0,0,0,2,0,0,10,15,2,0,8
48,4,8,15,3,18,1,3,0,2,0,7,0,2,6,11,0,8,7
49,4,9,5,4,12,0,0,0,3,2,13,0,13,1,11,1,20,6
50,5,0,12,0,9,0,0,0,6,1,0,0,28,0,0,2,9,0
51,5,1,12,0,18,0,0,1,3,0,0,2,38,0,0,7,7,4
52,5,2,10,2,6,0,0,14,2,0,0,14,36,0,0,10,4,17
53,5,3,7,0,4,2,9,13,1,1,0,7,24,0,2,7,0,16
54,5,4,5,4,0,15,16,17,0,14,1,3,38,8,7,4,0,24
55,5,5,3,9,7,27,22,17,0,13,1,0,25,21,13,0,0,14
56,5,6,5,6,7,34,15,2,0,3,1,0,16,23,5,0,0,10
57,5,7,5,3,12,10,13,0,0,0,7,0,0,26,7,0,1,5
58,5,8,5,0,8,1,9,0,0,0,10,0,0,9,6,0,9,6
59,5,9,3,2,16,1,0,0,1,0,23,0,5,1,4,0,15,18
60,6,0,10,1,8,0,0,1,1,0,0,2,24,0,0,0,2,1
61,6,1,10,0,13,0,0,3,1,0,0,6,33,0,0,2,7,4
62,6,2,10,0,9,0,3,10,0,0,0,20,23,2,0,5,3,4
63,6,3,9,0,3,0,8,21,0,13,0,22,19,1,0,1,0,14
64,6,4,7,0,0,18,21,23,0,22,0,11,25,5,2,3,0,16
65,6,5,4,2,1,46,24,7,0,15,0,1,28,4,1,1,0,13
66,6,6,3,1,0,29,20,4,0,13,2,0,14,7,6,0,0,3
67,6,7,5,1,2,17,17,1,0,3,4,0,2,9,2,0,1,9
68,6,8,3,0,5,2,4,0,0,0,16,0,5,3,0,0,3,11
69,6,9,3,0,6,0,1,0,0,1,13,0,9,0,1,0,6,11
70,7,0,12,0,11,0,0,0,0,1,0,4,16,0,0,0,7,0
71,7,1,10,0,7,0,0,3,0,0,0,13,11,2,0,1,8,1
72,7,2,12,0,0,0,1,4,0,0,0,23,11,5,0,1,3,1
73,7,3,10,0,0,2,7,7,0,11,0,35,5,6,0,0,1,7
74,7,4,8,0,0,9,16,16,0,29,0,13,12,2,3,0,0,5
75,7,5,5,0,0,23,20,6,0,21,0,4,3,2,1,0,0,2
76,7,6,3,0,1,35,8,3,0,13,2,1,4,0,1,0,0,5
77,7,7,3,0,2,12,14,0,0,2,3,0,3,7,2,0,3,2
78,7,8,3,0,3,6,4,0,0,0,5,0,5,0,0,0,4,4
79,7,9,3,0,2,0,2,0,0,0,5,2,11,1,1,0,10,7
80,8,0,10,1,1,0,0,1,0,2,0,8,16,3,0,0,4,0
81,8,1,9,0,3,0,0,0,0,4,0,11,14,6,0,1,3,0
82,8,2,10,1,0,0,0,4,0,1,0,13,4,12,0,0,1,0
83,8,3,15,0,0,2,8,3,0,4,0,17,1,13,0,1,0,2
84,8,4,15,0,0,10,23,11,0,7,0,7,0,1,0,0,0,1
85,8,5,6,2,0,11,27,10,0,6,3,6,0,2,1,0,0,0
86,8,6,3,0,1,28,10,7,0,11,2,1,0,0,0,0,0,1
87,8,7,3,0,0,11,5,2,0,11,3,1,3,0,0,0,0,1
88,8,8,3,0,1,0,1,1,0,3,8,1,9,0,0,0,1,0
89,8,9,3,0,1,0,0,0,0,6,5,8,15,0,0,0,13,1
90,9,0,8,1,0,0,0,0,0,6,0,23,21,4,0,1,14,0
91,9,1,7,3,1,0,0,0,0,2,0,9,13,2,0,2,10,0
92,9,2,8,0,1,0,1,0,0,2,0,10,1,22,0,4,1,0
93,9,3,10,0,0,2,9,2,4,1,0,9,2,18,0,0,0,1
94,9,4,8,3,3,1,14,5,12,1,0,10,0,11,1,0,0,0
95,9,5,5,15,6,5,27,12,10,0,1,5,0,0,1,0,0,0
96,9,6,3,10,10,5,14,1,4,9,3,1,0,1,0,0,0,0
97,9,7,3,6,2,2,5,1,1,20,6,1,1,0,0,0,0,0
98,9,8,3,1,1,0,4,0,0,18,7,7,9,0,0,3,6,0
99,9,9,3,0,0,0,0,0,0,10,0,24,24,0,0,2,13,2
