,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9
1,0,1,3,0,1,0,0,0,0,0,0,0,0,8,0,0,7,18
2,0,2,3,0,6,0,0,0,0,0,0,0,0,13,0,0,13,27
3,0,3,3,0,4,0,0,0,0,0,0,0,0,8,0,0,12,18
4,0,4,3,1,2,0,0,0,0,1,0,0,0,7,1,0,18,22
5,0,5,3,1,0,0,0,0,0,7,0,0,0,23,3,0,8,48
6,0,6,3,0,0,2,0,0,0,16,0,0,0,30,6,0,1,21
7,0,7,3,4,1,9,0,1,0,20,0,0,0,8,2,0,0,11
8,0,8,3,3,0,16,0,1,0,6,0,0,0,5,2,1,0,0
9,0,9,3,1,0,14,0,0,0,0,0,0,0,1,0,1,1,3
10,1,0,6,0,0,0,0,0,8,0,0,1,0,9,0,0,24,6
11,1,1,6,0,4,0,0,0,8,0,0,0,1,15,0,0,16,29
12,1,2,10,3,22,0,0,0,3,0,0,1,1,19,0,0,14,22
13,1,3,3,1,10,0,0,0,0,0,0,0,1,14,0,0,17,16
14,1,4,3,0,11,0,0,0,1,0,0,0,1,11,1,1,22,21
15,1,5,3,2,4,0,0,3,0,2,0,0,0,23,7,1,6,23
16,1,6,3,4,2,6,0,3,0,3,0,0,0,34,10,1,1,27
17,1,7,3,4,11,17,0,8,0,9,0,0,0,14,12,0,0,15
18,1,8,3,9,8,39,0,0,1,5,0,1,0,3,3,3,3,2
19,1,9,3,2,1,33,0,0,4,1,0,0,0,2,1,5,4,4
20,2,0,9,1,1,0,0,0,18,0,0,2,3,11,0,0,27,12
21,2,1,15,2,12,0,0,0,21,0,0,2,2,15,0,0,23,15
22,2,2,12,0,22,0,0,0,9,0,0,1,10,10,0,0,7,11
23,2,3,10,2,25,0,0,1,0,0,0,0,9,11,2,7,6,15
24,2,4,3,3,8,0,0,1,0,1,0,1,1,13,3,12,11,15
25,2,5,3,6,4,0,0,1,0,3,0,0,0,19,15,4,5,6
26,2,6,3,13,8,2,0,12,0,3,0,0,0,19,15,4,0,12
27,2,7,3,10,11,15,0,15,0,7,0,0,0,8,14,5,0,3
28,2,8,3,11,25,49,0,7,2,8,0,2,0,1,1,11,1,1
29,2,9,3,13,6,46,0,0,4,2,0,6,0,5,1,12,7,2
30,3,0,11,1,1,0,0,0,22,0,1,8,5,6,0,0,12,0
31,3,1,15,2,5,0,1,3,19,0,2,3,19,7,0,0,12,0
32,3,2,10,2,20,0,0,4,7,0,0,4,37,6,0,3,8,5
33,3,3,6,14,11,0,0,1,3,0,0,1,37,4,1,8,3,4
34,3,4,3,18,8,0,0,3,0,0,0,4,6,3,8,27,0,3
35,3,5,3,17,0,0,0,6,0,2,0,0,1,6,19,25,0,4
36,3,6,15,14,8,1,0,10,0,3,0,2,0,9,22,9,0,2
37,3,7,3,15,18,10,1,4,1,9,1,1,0,6,12,5,0,2
38,3,8,3,14,12,14,0,7,1,7,2,3,0,2,3,15,3,0
39,3,9,3,6,8,6,0,1,11,3,2,15,1,1,1,11,4,0
40,4,0,12,5,3,0,1,1,12,0,4,17,12,2,0,0,2,2
41,4,1,11,5,2,0,0,4,19,0,6,5,29,3,0,0,4,0
42,4,2,9,7,3,0,0,11,15,0,0,5,42,3,0,1,2,0
43,4,3,6,6,6,0,0,8,6,0,0,8,40,2,0,9,1,2
44,4,4,4,7,2,0,0,7,2,0,1,12,10,3,7,27,0,0
45,4,5,3,10,2,0,0,2,0,1,0,11,2,3,17,24,1,0
46,4,6,3,13,2,1,0,9,2,4,0,4,0,5,13,8,0,0
47,4,7,3,13,10,2,0,5,6,6,1,2,0,1,11,4,0,0
48,4,8,3,14,5,1,1,2,3,12,8,5,1,0,5,5,0,0
49,4,9,3,14,2,2,1,0,6,6,8,13,3,0,1,4,1,0
50,5,0,12,12,0,0,7,2,10,0,7,6,9,0,0,0,0,0
51,5,1,10,4,2,0,7,4,7,0,6,12,22,1,0,0,0,0
52,5,2,9,5,0,0,1,13,14,0,1,11,29,0,1,3,0,0
53,5,3,8,3,0,0,0,10,1,0,0,14,17,1,1,3,0,0
54,5,4,5,6,1,0,1,6,0,0,0,18,4,1,2,13,0,0
55,5,5,4,6,0,0,0,1,1,0,0,28,1,1,8,7,0,0
56,5,6,3,5,1,0,0,1,5,2,0,19,0,1,7,2,2,1
57,5,7,3,7,0,0,1,1,10,9,0,8,0,1,4,2,1,0
58,5,8,3,5,1,0,4,1,12,7,7,2,0,1,3,1,0,0
59,5,9,3,10,0,0,7,0,9,2,13,8,1,0,0,2,0,0
60,6,0,9,5,0,0,16,0,4,0,17,10,7,0,0,0,0,0
61,6,1,9,6,0,0,20,4,6,0,8,18,11,0,0,0,0,0
62,6,2,12,2,0,0,11,4,0,0,2,18,9,0,0,0,0,0
63,6,3,9,2,0,0,2,6,0,0,1,17,7,0,0,3,0,0
64,6,4,8,2,0,0,3,2,1,0,1,27,0,0,0,10,2,0
65,6,5,7,1,0,0,4,0,4,0,5,37,0,1,0,11,3,1
66,6,6,5,2,0,0,1,0,5,0,9,20,0,0,0,5,11,0
67,6,7,3,4,0,0,4,0,16,1,5,8,0,0,3,0,10,2
68,6,8,3,7,0,0,7,0,17,1,5,4,2,0,2,0,2,1
69,6,9,3,12,0,0,21,0,11,2,14,4,1,0,1,0,1,1
70,7,0,6,7,0,0,42,0,0,0,7,12,1,0,0,0,1,0
71,7,1,8,2,0,0,46,0,1,0,6,15,2,0,0,1,0,0
72,7,2,9,2,0,0,28,2,0,0,2,25,2,0,0,1,0,0
73,7,3,10,0,0,0,9,1,0,0,0,16,2,0,0,10,0,0
74,7,4,10,1,0,0,11,0,1,0,3,16,0,1,0,22,1,2
