,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,12,0,4,0,0,0,23,0,1,0,19,0,21,0,0,0
1,0,1,11,0,6,0,0,3,8,0,9,0,20,2,16,0,0,1
2,0,2,8,1,3,0,0,5,6,0,8,0,13,13,9,0,0,2
3,0,3,6,1,0,0,0,7,4,0,14,0,2,5,8,0,0,2
4,0,4,3,15,0,0,0,6,8,0,13,0,0,6,9,0,0,1
5,0,5,3,8,0,0,0,3,8,0,4,0,0,9,13,0,9,0
6,0,6,3,3,0,1,2,2,3,3,0,0,0,18,9,0,15,14
7,0,7,3,2,0,1,5,0,3,11,0,0,0,12,1,0,12,17
8,0,8,3,0,0,2,11,0,6,14,0,0,4,5,2,0,6,23
9,0,9,3,0,2,0,11,0,12,11,0,0,6,0,8,0,1,7
10,1,0,11,0,9,0,0,0,11,0,1,0,6,1,10,0,0,0
11,1,1,10,0,11,0,0,1,5,0,10,0,6,1,7,0,0,2
12,1,2,8,1,2,0,0,7,11,0,18,0,8,5,4,0,1,1
13,1,3,5,13,2,0,0,14,12,0,10,0,0,8,7,0,1,8
14,1,4,3,9,0,0,0,14,9,0,7,0,0,1,23,0,7,2
15,1,5,5,13,0,2,0,5,6,0,4,0,0,3,17,0,6,1
16,1,6,3,10,0,10,2,4,4,3,0,0,1,5,9,0,5,9
17,1,7,3,0,0,13,2,1,0,6,1,0,0,5,4,0,6,14
18,1,8,3,1,1,2,13,0,1,11,0,0,1,0,0,0,1,14
19,1,9,3,0,6,3,8,0,6,16,0,0,1,0,2,0,1,7
20,2,0,8,0,23,0,0,0,0,0,0,0,2,0,1,0,0,0
21,2,1,8,0,14,0,0,2,2,0,6,0,1,4,1,0,0,2
22,2,2,6,1,4,0,0,5,7,0,4,0,5,3,1,0,1,9
23,2,3,4,4,0,0,0,14,18,0,14,0,3,2,4,0,5,11
24,2,4,5,14,0,1,0,12,8,0,5,0,1,2,5,0,10,6
25,2,5,5,21,0,4,0,20,5,0,0,0,0,0,8,0,17,0
26,2,6,5,3,0,19,0,4,4,1,0,1,3,2,12,0,4,1
27,2,7,3,1,0,26,3,0,1,3,0,0,12,1,8,0,3,4
28,2,8,3,0,8,11,4,0,1,5,0,0,12,0,1,0,1,6
29,2,9,3,0,14,0,3,0,2,9,0,0,5,0,1,0,0,3
30,3,0,6,0,20,0,0,0,1,0,1,0,6,1,0,0,0,2
31,3,1,5,0,13,0,0,3,1,0,2,0,11,3,0,0,0,5
32,3,2,5,0,6,1,0,3,3,0,7,0,11,15,0,0,3,11
33,3,3,5,2,2,0,0,11,7,0,4,0,4,8,1,0,6,8
34,3,4,3,3,0,1,0,30,3,0,4,0,1,3,5,0,9,6
35,3,5,5,6,0,12,0,31,2,0,2,0,1,0,11,0,6,0
36,3,6,3,4,1,15,0,15,2,1,0,2,13,0,11,0,3,0
37,3,7,11,1,2,23,1,0,0,4,0,3,28,0,15,0,0,0
38,3,8,3,0,9,8,0,0,0,7,0,5,17,0,0,0,1,0
39,3,9,3,0,22,2,0,0,0,4,0,2,10,0,3,0,0,1
40,4,0,9,0,27,0,0,0,1,0,0,0,11,2,0,0,0,2
41,4,1,8,0,15,1,0,1,4,0,6,0,17,9,0,0,0,4
42,4,2,5,0,1,1,0,2,5,0,10,0,19,17,0,0,1,9
43,4,3,5,0,0,0,0,8,3,0,6,0,15,36,1,0,4,3
44,4,4,5,3,0,1,0,31,3,0,4,0,4,8,1,0,7,4
45,4,5,3,3,0,3,0,32,1,0,0,0,4,1,5,0,3,1
46,4,6,11,1,3,13,0,8,0,2,0,4,11,0,17,0,3,2
47,4,7,12,0,5,16,0,2,0,5,0,18,21,0,14,2,2,1
48,4,8,11,0,4,4,0,0,0,14,0,11,20,0,10,1,0,1
49,4,9,3,0,18,1,2,0,0,8,0,7,12,0,1,0,0,0
50,5,0,12,0,6,2,0,0,2,0,2,0,11,0,0,0,0,0
51,5,1,9,0,8,4,0,0,7,0,8,0,12,13,0,0,0,0
52,5,2,5,1,0,2,0,0,10,0,12,0,13,18,0,0,0,0
53,5,3,5,2,1,6,0,5,12,0,11,0,8,24,1,0,2,2
54,5,4,10,4,0,3,1,8,4,0,8,0,1,13,2,0,4,10
55,5,5,6,5,0,5,0,13,1,0,1,1,1,0,3,0,5,9
56,5,6,7,3,0,2,0,5,0,4,0,7,6,0,5,5,6,1
57,5,7,11,0,4,1,0,0,0,11,0,18,5,0,10,2,3,3
