,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,3,0,0,0,22,0,0,0,0,1,0,0,1
1,0,1,3,0,9,8,0,0,0,19,0,1,0,0,0,0,0,1
2,0,2,3,1,17,7,0,0,0,9,3,0,0,0,0,1,0,3
3,0,3,9,1,13,2,0,0,1,3,8,1,2,0,0,1,0,9
4,0,4,3,0,14,0,0,0,2,1,20,0,5,0,0,1,0,24
5,0,5,3,0,1,0,0,0,4,0,28,0,1,5,0,0,0,21
6,0,6,3,0,1,0,0,1,7,0,13,0,2,6,0,1,0,9
7,0,7,3,0,0,0,0,9,4,0,13,0,0,8,1,0,0,3
8,0,8,3,0,0,0,0,12,1,3,3,0,0,4,0,0,0,1
9,0,9,3,0,0,0,0,18,0,15,0,0,0,0,1,0,0,0
10,1,0,3,0,5,10,0,0,0,12,0,0,0,0,3,0,0,0
11,1,1,3,1,12,15,0,0,0,20,0,3,0,0,4,0,0,5
12,1,2,9,1,12,21,0,0,0,10,0,4,1,0,1,0,1,6
13,1,3,10,5,15,10,0,0,2,1,8,7,4,0,0,4,0,15
14,1,4,9,6,13,2,0,0,6,0,5,4,5,2,2,5,0,10
15,1,5,3,3,0,0,0,0,28,0,11,1,11,7,1,1,0,10
16,1,6,3,1,0,0,1,0,10,0,9,0,5,13,2,0,0,6
17,1,7,3,0,0,2,0,10,3,1,10,0,1,17,0,0,0,0
18,1,8,5,0,0,6,0,13,0,4,4,0,0,5,1,0,0,0
19,1,9,3,0,1,3,0,11,1,11,0,0,0,2,1,0,0,0
20,2,0,3,0,2,10,0,0,0,17,0,3,0,0,9,0,0,0
21,2,1,3,0,7,14,0,0,0,12,0,15,0,0,7,2,1,8
22,2,2,3,8,10,22,0,0,0,7,0,16,4,0,4,3,1,25
23,2,3,9,14,11,7,0,0,3,3,0,22,12,0,1,12,1,22
24,2,4,8,16,3,0,4,0,8,0,3,4,19,2,4,8,0,23
25,2,5,3,11,4,0,6,0,7,0,2,2,15,4,9,2,0,10
26,2,6,3,3,0,0,3,1,18,0,5,0,6,14,7,1,0,1
27,2,7,7,0,0,4,2,1,9,0,2,0,3,21,4,0,0,0
28,2,8,8,0,2,5,0,12,4,4,3,0,0,12,1,0,0,0
29,2,9,7,0,1,13,0,4,0,12,1,1,0,0,3,0,0,0
30,3,0,3,0,1,2,0,0,0,15,0,1,0,0,11,0,1,3
31,3,1,3,2,1,6,0,0,0,16,0,4,2,0,12,2,2,11
32,3,2,3,8,2,6,0,0,0,9,0,15,4,0,3,12,12,31
33,3,3,8,24,5,0,2,0,2,5,0,21,4,1,2,16,6,27
34,3,4,10,22,0,0,8,0,0,0,0,6,10,2,13,19,4,31
35,3,5,8,9,0,1,18,0,6,0,1,1,23,4,23,8,1,29
36,3,6,5,2,0,0,17,0,6,0,0,0,11,7,24,2,0,6
37,3,7,8,1,5,8,6,0,2,0,2,1,3,7,11,0,0,1
38,3,8,10,0,13,8,2,1,2,2,1,0,0,4,3,0,0,0
39,3,9,8,0,8,12,0,0,0,12,0,0,0,0,5,1,0,1
40,4,0,3,0,5,1,0,0,0,6,0,1,0,0,10,0,0,0
41,4,1,3,2,4,0,0,0,0,9,0,2,0,0,10,1,14,3
42,4,2,3,5,0,0,0,0,0,4,0,7,3,0,12,7,18,9
43,4,3,3,17,1,0,0,1,1,1,0,16,2,3,2,18,20,22
44,4,4,8,15,0,0,19,0,0,0,0,16,22,10,7,18,5,18
45,4,5,3,14,0,0,40,1,5,2,0,7,11,5,22,16,3,13
46,4,6,3,9,3,7,46,0,5,0,0,6,3,4,21,6,0,8
47,4,7,7,2,7,9,25,1,9,1,0,0,0,0,9,3,0,0
48,4,8,8,0,14,17,4,0,9,1,0,0,0,0,4,5,1,0
49,4,9,7,1,30,18,0,0,0,8,0,0,0,0,9,8,0,0
50,5,0,3,0,25,0,0,0,0,2,0,0,0,0,5,0,6,2
51,5,1,3,1,3,0,0,0,0,1,0,0,1,1,8,1,9,3
52,5,2,3,8,0,0,0,0,0,1,0,4,0,0,3,1,24,12
53,5,3,3,6,0,0,3,0,0,0,0,18,6,7,1,7,26,17
54,5,4,10,13,0,0,26,1,0,0,0,15,3,28,4,7,9,12
55,5,5,3,10,1,0,28,3,0,0,0,18,1,27,15,12,2,11
56,5,6,3,2,0,3,41,0,5,0,0,11,4,10,9,4,0,3
57,5,7,3,2,5,13,21,0,12,0,0,2,2,1,5,13,5,1
58,5,8,5,0,16,17,6,0,9,2,0,0,0,0,1,9,2,0
59,5,9,3,0,36,14,2,2,5,3,0,0,0,0,4,11,14,0
60,6,0,3,6,16,0,0,0,0,2,0,2,0,0,2,0,3,1
61,6,1,3,12,3,0,0,1,0,0,0,3,1,0,3,0,4,12
62,6,2,5,9,2,0,0,0,0,1,0,4,3,1,3,0,9,20
63,6,3,3,10,1,0,4,4,0,1,0,11,8,7,0,1,8,23
64,6,4,5,6,1,0,16,4,0,0,0,15,10,33,1,5,2,17
65,6,5,3,3,0,0,19,9,0,0,0,18,4,16,2,1,2,1
66,6,6,3,1,0,2,16,11,4,0,0,10,3,15,0,0,0,0
67,6,7,3,0,7,13,7,3,12,0,0,1,0,0,0,9,9,0
68,6,8,3,1,19,21,12,1,10,0,0,0,0,0,0,8,16,0
69,6,9,3,0,25,30,6,1,4,0,0,0,0,0,1,13,28,0
70,7,0,3,1,5,0,0,1,0,3,0,5,0,0,0,0,0,3
71,7,1,7,22,3,0,0,0,0,2,0,4,0,0,1,0,1,6
72,7,2,8,33,0,0,0,10,0,1,0,3,5,1,1,0,1,28
73,7,3,7,22,0,0,1,26,0,0,1,4,15,4,0,0,3,18
74,7,4,5,8,0,0,0,16,0,0,0,10,15,7,0,0,1,9
75,7,5,5,4,1,0,2,26,0,0,2,9,10,15,0,0,0,4
76,7,6,3,1,0,0,3,10,1,0,1,5,3,3,0,3,2,1
77,7,7,3,0,2,6,4,10,7,0,0,0,1,0,1,2,10,0
