,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,11,5,1,0,0,0,0,0,0,0,0,0,0
1,0,1,5,0,0,26,5,1,0,0,2,0,0,0,0,1,0,0
2,0,2,3,0,0,13,1,0,1,0,4,0,0,0,0,0,0,0
3,0,3,3,0,0,5,0,0,0,5,16,0,7,0,0,1,0,0
4,0,4,3,0,0,0,1,1,0,7,13,0,27,0,0,9,0,0
5,0,5,3,0,0,0,1,1,0,8,4,0,32,0,0,16,0,1
6,0,6,3,0,2,0,4,3,0,6,1,0,22,4,0,19,0,2
7,0,7,3,0,2,0,12,9,0,0,0,0,5,16,0,4,0,7
8,0,8,3,0,0,3,8,10,0,0,0,0,2,18,0,0,0,23
9,0,9,3,0,0,8,15,6,0,0,0,0,0,26,0,0,0,21
10,1,0,5,0,0,20,13,13,0,0,0,1,0,0,0,0,0,0
11,1,1,5,0,0,44,7,0,0,1,0,1,0,1,0,1,0,0
12,1,2,5,0,0,29,3,1,0,4,2,1,2,0,1,2,0,0
13,1,3,3,0,0,5,0,0,2,9,5,0,9,1,1,4,0,1
14,1,4,3,0,0,5,0,0,0,20,3,0,18,4,2,8,0,0
15,1,5,3,0,2,0,1,2,0,20,0,0,30,1,0,13,0,3
16,1,6,3,0,7,1,9,3,0,5,0,0,9,6,1,8,0,6
17,1,7,3,0,7,2,19,11,0,2,0,0,7,5,0,1,0,4
18,1,8,3,0,3,6,27,14,0,0,0,0,1,21,0,0,0,4
19,1,9,3,0,1,10,33,10,0,0,0,0,0,15,0,0,0,12
20,2,0,5,0,0,15,19,14,0,0,0,6,0,0,0,0,0,1
21,2,1,5,0,0,24,7,10,0,0,0,9,0,0,0,1,0,0
22,2,2,5,0,0,19,0,1,0,3,0,1,0,0,0,3,0,2
23,2,3,6,0,1,5,0,0,9,8,1,1,0,5,3,8,0,3
24,2,4,5,0,1,0,1,0,5,20,1,0,4,4,6,18,0,4
25,2,5,4,1,4,0,1,0,4,25,0,0,5,3,6,18,0,9
26,2,6,4,1,7,2,10,2,1,6,0,0,2,1,0,12,0,7
27,2,7,4,2,5,4,20,8,1,2,0,0,1,6,0,4,0,6
28,2,8,3,0,10,14,25,13,0,0,0,0,0,8,0,0,0,1
29,2,9,3,0,0,22,28,17,2,0,0,2,0,12,0,0,0,7
30,3,0,5,0,0,7,9,8,0,0,0,38,1,0,0,0,3,1
31,3,1,6,0,0,8,4,5,0,0,0,23,0,1,1,0,2,0
32,3,2,8,0,0,3,1,1,6,2,0,3,0,2,11,2,1,0
33,3,3,8,0,0,2,0,1,12,7,0,0,0,14,10,9,1,1
34,3,4,7,0,0,2,0,0,13,12,0,0,0,10,19,19,1,8
35,3,5,6,3,4,2,0,0,6,7,0,2,0,5,5,22,0,22
36,3,6,7,4,9,2,5,1,3,2,0,2,1,1,0,9,0,11
37,3,7,6,6,10,8,10,7,7,2,0,1,0,1,1,3,0,9
38,3,8,5,7,2,10,13,8,6,0,0,1,0,1,0,3,1,5
39,3,9,3,6,1,26,9,11,1,0,0,6,1,1,0,1,2,2
40,4,0,5,0,0,1,4,4,0,0,0,24,6,0,2,0,6,10
41,4,1,8,0,0,1,0,3,3,0,0,22,1,0,3,0,10,3
42,4,2,10,0,0,3,0,2,14,0,0,6,0,4,20,1,3,0
43,4,3,10,0,0,2,0,0,26,0,0,0,0,11,26,5,9,4
44,4,4,8,2,0,3,0,0,18,5,0,2,0,6,20,8,3,7
45,4,5,8,12,3,5,1,0,14,1,0,5,0,6,8,8,0,13
46,4,6,9,16,5,10,1,0,6,2,0,4,0,2,2,7,2,17
47,4,7,8,22,7,10,0,2,10,0,0,5,0,1,4,0,0,13
48,4,8,6,22,4,12,2,7,10,0,0,7,3,1,0,0,3,8
49,4,9,4,10,0,10,1,11,3,0,0,23,10,2,0,0,8,12
50,5,0,5,0,1,0,0,3,0,0,0,22,18,0,1,0,21,13
51,5,1,6,0,4,0,0,1,6,0,0,15,9,0,3,0,23,6
52,5,2,8,1,1,1,0,0,14,0,4,3,3,4,17,0,25,3
53,5,3,8,0,0,1,0,0,20,1,4,3,1,4,17,2,29,2
54,5,4,7,3,1,12,0,1,14,1,1,1,0,3,18,2,6,7
55,5,5,10,9,0,9,0,7,13,0,0,10,0,2,20,2,2,6
56,5,6,10,23,0,20,0,4,7,3,0,12,0,1,5,1,0,12
57,5,7,9,23,2,14,0,4,5,2,0,5,2,0,0,0,1,7
58,5,8,7,26,0,3,0,1,13,0,0,5,5,2,0,0,5,10
59,5,9,4,15,0,3,0,1,1,0,0,6,14,0,0,0,22,11
60,6,0,5,0,1,0,0,0,2,0,2,5,14,0,1,0,22,21
61,6,1,5,0,11,0,0,0,7,0,7,3,9,0,3,0,10,8
62,6,2,6,0,5,1,0,0,11,0,8,2,1,1,9,0,35,2
63,6,3,6,3,2,3,0,1,15,0,7,1,1,1,9,0,25,2
64,6,4,6,11,1,11,0,8,14,4,2,5,1,0,16,1,14,4
65,6,5,10,24,0,25,0,21,7,6,1,10,0,3,9,0,3,2
66,6,6,9,31,0,13,0,13,2,5,0,6,0,0,3,0,1,1
67,6,7,8,20,0,12,0,9,4,5,0,6,3,4,1,0,8,5
68,6,8,6,18,0,3,0,1,6,0,0,1,8,8,0,0,9,5
69,6,9,4,7,0,0,0,0,4,0,0,5,22,3,2,0,30,15
70,7,0,5,0,6,0,0,0,0,0,1,1,10,0,4,0,8,29
71,7,1,7,0,14,0,0,0,11,0,8,0,2,0,4,0,12,12
72,7,2,8,1,22,0,0,0,27,0,26,0,1,0,8,0,10,1
73,7,3,7,1,10,1,0,0,16,1,22,1,4,1,11,0,9,0
74,7,4,5,9,2,5,0,3,6,4,13,3,9,0,12,0,3,0
75,7,5,6,16,0,4,0,18,1,20,1,4,1,3,3,0,1,0
76,7,6,7,20,0,11,0,15,3,23,0,7,3,2,2,1,5,2
77,7,7,6,23,0,3,0,9,1,4,0,0,1,3,2,0,15,1
78,7,8,5,13,0,4,0,1,0,0,0,4,2,13,1,0,22,12
79,7,9,3,7,1,1,0,3,1,0,0,2,5,11,5,0,25,30
80,8,0,6,0,3,2,0,0,0,0,2,0,0,0,5,0,2,23
81,8,1,8,0,19,2,0,0,4,0,14,0,1,0,4,0,0,8
82,8,2,10,0,14,2,0,1,7,0,22,0,14,0,9,0,0,2
83,8,3,8,2,5,0,0,0,7,1,27,0,19,0,16,1,0,0
84,8,4,6,4,2,2,0,1,4,11,15,0,28,0,24,3,0,0
85,8,5,4,13,0,2,0,12,1,17,5,1,9,1,7,6,2,0
86,8,6,4,12,0,3,0,6,1,17,0,2,5,1,0,3,4,1
87,8,7,4,9,0,1,0,4,1,7,0,2,0,14,1,2,17,8
88,8,8,3,4,0,0,1,0,1,1,0,0,0,21,6,1,36,14
89,8,9,3,3,1,3,0,0,0,0,0,1,1,14,13,0,34,25
90,9,0,3,0,2,4,1,1,0,0,1,0,0,0,12,0,0,3
91,9,1,7,0,7,7,0,0,4,0,4,0,0,0,6,0,0,3
92,9,2,8,0,7,2,0,0,1,2,13,0,8,0,6,0,0,0
93,9,3,7,0,2,0,0,0,1,3,19,0,19,0,15,0,0,0
94,9,4,3,0,2,0,0,3,0,3,12,0,28,0,23,3,2,0
95,9,5,3,2,0,0,0,4,0,8,4,0,23,2,6,9,3,0
96,9,6,3,4,1,0,0,2,0,5,0,0,14,5,1,7,11,4
97,9,7,3,1,0,0,1,8,0,1,0,0,6,14,2,8,20,9
98,9,8,3,1,0,0,4,5,0,1,0,0,0,26,7,0,36,27
99,9,9,3,0,0,10,2,1,1,0,0,0,0,18,11,0,27,36
