,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
2,0,2,3,0,0,0,7,2,0,0,0,1,3,0,0,0,0,0
3,0,3,3,0,1,1,5,7,5,0,4,3,15,0,1,4,0,0
4,0,4,3,0,0,6,3,20,8,0,6,4,23,0,1,13,0,0
5,0,5,3,0,9,6,0,20,9,1,8,3,26,0,0,11,0,0
6,0,6,3,0,22,1,0,14,1,4,13,1,35,1,0,7,0,0
7,0,7,3,9,19,0,0,9,1,11,5,0,19,4,0,6,0,10
8,0,8,3,23,13,0,0,4,0,7,1,0,5,17,0,4,2,15
9,0,9,3,15,3,0,0,2,0,4,0,0,0,22,0,0,1,14
10,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
11,1,1,3,0,0,1,2,0,0,0,0,0,0,6,3,0,0,0
12,1,2,3,0,0,1,7,1,0,0,0,4,1,8,1,3,0,0
13,1,3,5,0,0,1,7,8,0,0,0,4,3,2,2,2,0,0
14,1,4,5,1,1,15,3,18,5,0,4,9,7,0,1,12,0,0
15,1,5,3,1,6,9,3,26,10,2,5,8,9,0,2,16,0,0
16,1,6,3,1,23,7,0,22,3,5,8,6,17,0,0,14,0,1
17,1,7,3,4,20,1,0,9,1,9,1,1,12,3,0,11,1,12
18,1,8,3,6,12,0,0,1,0,11,1,0,2,6,0,3,6,11
19,1,9,3,11,2,0,0,2,0,2,0,0,0,12,0,1,8,19
20,2,0,3,0,0,0,2,0,0,0,0,0,0,9,0,3,0,0
21,2,1,4,0,0,0,4,0,0,0,0,0,0,10,1,1,0,0
22,2,2,5,0,0,0,8,0,0,0,0,1,0,15,4,2,0,0
23,2,3,6,1,0,2,13,2,0,0,1,4,1,7,5,1,0,0
24,2,4,5,0,1,11,4,7,0,0,2,21,2,2,1,4,0,0
25,2,5,5,2,1,9,3,10,2,0,1,12,1,0,1,14,0,0
26,2,6,3,1,12,6,0,3,2,7,4,12,1,0,0,12,0,1
27,2,7,3,3,7,3,0,2,1,9,1,5,0,1,0,9,13,3
28,2,8,3,1,4,0,0,2,0,6,1,1,3,0,0,3,19,7
29,2,9,3,3,1,0,0,0,0,2,1,0,0,3,0,1,16,8
