,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,4,0,16,2,13,2,14,0,0,0,0,0,1,0,0,0
1,0,1,7,0,8,2,19,11,4,0,0,0,0,2,4,1,0,2
2,0,2,9,0,1,1,17,11,7,0,0,0,0,8,11,1,1,6
3,0,3,10,0,1,0,7,8,2,4,2,0,1,9,10,0,0,4
4,0,4,9,0,1,0,2,1,1,14,7,0,5,13,1,2,0,2
5,0,5,7,0,1,0,0,1,0,6,1,0,6,3,2,0,0,0
6,0,6,4,0,2,0,0,3,0,6,1,0,13,0,0,1,0,0
7,0,7,3,0,5,2,0,8,2,1,0,4,3,0,0,6,0,0
8,0,8,3,0,10,10,0,11,9,0,0,3,0,0,0,12,0,0
9,0,9,3,0,18,8,2,15,18,0,0,6,0,0,0,11,1,0
10,1,0,4,0,10,12,12,12,11,0,0,0,0,0,1,2,1,1
11,1,1,6,0,3,3,23,19,11,0,0,0,0,0,9,4,3,1
12,1,2,8,0,0,0,24,19,10,1,3,0,0,2,6,3,0,19
13,1,3,9,0,0,0,10,4,5,6,4,0,2,1,6,5,1,14
14,1,4,8,0,1,0,2,3,2,24,7,1,6,7,7,3,0,10
15,1,5,6,0,4,1,0,0,2,34,15,1,6,2,1,2,0,2
16,1,6,5,0,18,5,0,2,0,6,2,1,5,2,0,0,0,1
17,1,7,10,0,8,10,0,8,0,0,1,13,7,5,0,1,0,2
18,1,8,5,0,5,25,0,22,6,0,0,11,1,0,0,5,2,0
19,1,9,3,0,7,33,4,14,13,0,0,14,0,2,0,4,3,0
20,2,0,3,0,1,16,10,14,9,0,0,2,0,0,0,0,7,1
21,2,1,5,0,2,10,16,15,14,0,1,1,0,1,1,4,5,3
22,2,2,6,0,0,0,11,18,18,0,5,1,0,0,3,13,3,10
23,2,3,7,0,0,1,9,7,15,9,9,1,0,2,5,6,1,8
24,2,4,6,0,0,0,2,5,4,15,20,2,2,1,2,5,0,3
25,2,5,5,0,9,2,0,0,1,27,19,0,8,1,0,3,0,0
