,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,15,0,0,0,30,0,4,10,1,1,1,0,0
1,0,1,3,0,0,6,0,0,1,16,0,14,13,0,6,0,0,0
2,0,2,5,0,0,2,0,0,0,10,0,15,20,0,9,0,0,0
3,0,3,6,0,0,0,0,0,0,3,0,14,7,0,10,0,0,2
4,0,4,7,0,0,0,0,0,0,0,0,11,8,0,2,0,0,0
5,0,5,6,0,0,3,0,0,0,0,0,2,3,1,0,0,0,2
6,0,6,4,0,0,9,0,1,0,1,1,0,2,0,0,0,0,2
7,0,7,3,0,0,16,0,9,0,5,3,0,0,0,0,0,0,1
8,0,8,3,0,1,30,0,19,0,13,7,0,1,0,0,0,0,0
9,0,9,3,0,1,18,0,33,1,29,19,0,7,0,0,0,0,2
10,1,0,3,0,1,13,0,0,7,20,0,3,8,2,1,1,0,0
11,1,1,5,0,0,10,0,0,6,11,0,10,11,1,5,0,0,1
12,1,2,6,0,0,2,0,0,2,5,0,11,12,4,12,0,0,3
13,1,3,9,0,0,0,0,0,0,1,0,10,12,5,14,0,0,18
14,1,4,10,0,0,0,0,0,0,7,0,9,12,1,3,0,0,8
15,1,5,9,0,0,5,1,1,0,1,0,2,4,0,2,0,0,5
16,1,6,6,0,0,8,0,1,0,0,2,0,0,0,0,0,0,3
17,1,7,3,0,1,26,2,3,0,0,9,0,0,0,0,0,0,7
18,1,8,3,0,2,16,0,8,0,8,23,0,2,0,0,1,0,2
19,1,9,3,0,3,19,0,5,5,19,23,0,6,0,0,0,0,1
20,2,0,3,2,3,7,0,0,4,15,10,3,5,1,1,2,0,0
21,2,1,4,0,2,2,0,0,7,5,2,7,8,5,7,5,0,3
22,2,2,15,6,1,3,1,0,8,7,0,20,14,3,10,0,0,7
23,2,3,15,3,0,1,1,0,0,7,0,14,29,13,14,0,0,17
