,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,7,0,0,8,0,0,0,1,0,13,0,1,0,0,10,1
1,0,1,9,0,0,16,0,0,0,2,0,8,0,2,0,0,11,0
2,0,2,10,0,0,16,0,0,0,3,0,5,0,1,0,0,26,0
3,0,3,9,0,0,9,0,1,0,4,0,4,0,0,0,5,14,0
4,0,4,7,0,2,0,0,0,0,2,0,1,0,0,3,14,1,0
5,0,5,5,8,2,0,0,0,0,0,0,0,0,0,12,13,0,0
6,0,6,5,14,0,0,0,0,0,1,0,2,7,0,10,13,0,0
7,0,7,5,32,0,0,3,0,0,0,0,4,34,0,3,2,0,0
8,0,8,5,13,0,0,2,0,0,0,0,9,32,0,1,0,0,0
9,0,9,3,2,0,3,6,0,0,0,0,18,8,0,0,0,3,1
10,1,0,8,0,0,2,0,1,0,1,0,15,0,0,0,0,8,8
11,1,1,10,0,0,4,0,1,0,4,0,17,0,1,0,1,19,1
12,1,2,9,0,2,4,0,2,0,9,0,10,0,2,0,1,23,0
13,1,3,8,0,1,6,1,0,0,18,0,0,0,0,3,2,12,0
14,1,4,7,1,5,1,0,0,0,2,0,1,0,0,6,13,2,0
15,1,5,5,2,4,0,0,0,0,0,0,1,0,1,10,10,0,0
16,1,6,5,7,5,0,0,0,0,0,0,5,8,0,20,3,0,0
17,1,7,5,10,0,0,8,0,0,0,0,13,27,0,10,3,0,0
18,1,8,5,6,0,0,11,2,0,0,0,14,29,1,6,0,0,0
19,1,9,5,2,0,1,18,0,0,0,0,31,6,0,0,0,4,5
20,2,0,10,1,0,2,0,1,0,0,0,22,0,7,0,0,2,26
21,2,1,10,0,0,2,0,1,0,8,0,30,0,6,0,0,13,8
22,2,2,10,0,1,1,0,6,0,18,0,7,0,10,0,3,8,2
23,2,3,7,0,4,0,1,3,0,11,0,2,0,5,1,6,1,0
24,2,4,5,0,7,2,0,1,0,7,0,1,0,3,3,5,2,0
25,2,5,3,1,10,0,0,0,0,1,0,0,0,0,19,8,0,0
26,2,6,5,0,6,0,1,1,0,0,0,3,6,0,33,6,0,0
27,2,7,5,4,0,0,0,3,0,0,0,11,6,0,12,0,0,1
28,2,8,5,1,0,0,7,7,0,0,0,18,9,0,5,1,0,6
29,2,9,3,0,0,0,12,4,0,2,1,21,4,0,0,0,0,10
30,3,0,10,1,0,0,0,1,0,1,2,5,0,7,0,4,0,22
