,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,10,14,7,0,0,0,0,0,11,0,8,7,0,0,0,0
1,0,1,10,5,0,0,0,0,0,0,11,1,24,21,1,0,0,0
2,0,2,10,5,2,0,0,0,0,3,1,0,31,20,2,0,0,0
3,0,3,3,1,0,0,3,0,0,1,7,1,9,8,1,0,0,0
4,0,4,3,2,0,0,6,0,0,3,0,3,1,5,3,0,2,2
5,0,5,3,2,0,0,8,0,0,3,1,0,0,0,0,0,9,1
6,0,6,3,0,0,0,7,0,2,0,4,0,0,0,0,0,10,0
7,0,7,3,0,0,0,0,0,0,1,1,0,0,4,0,0,2,0
8,0,8,5,3,0,0,0,0,0,0,3,0,1,3,0,0,2,0
9,0,9,3,13,1,0,0,0,0,1,12,1,0,8,0,0,0,1
10,1,0,9,6,8,0,0,0,0,0,11,2,1,4,0,0,0,2
11,1,1,8,7,16,0,0,0,0,2,15,1,6,15,3,0,0,2
12,1,2,5,6,5,0,4,0,0,5,12,6,16,12,1,0,0,3
13,1,3,3,16,2,5,4,0,0,4,3,4,3,2,10,0,0,2
14,1,4,3,3,4,4,13,1,0,4,5,5,0,1,4,0,1,8
15,1,5,5,0,0,8,13,2,6,2,11,3,0,0,8,0,3,2
16,1,6,3,0,0,3,10,9,4,3,10,1,0,4,0,0,7,3
17,1,7,5,0,0,0,3,3,2,1,8,1,0,4,0,0,3,0
18,1,8,5,2,4,0,0,1,0,9,12,1,0,4,0,2,0,0
19,1,9,5,11,0,0,0,0,0,5,21,0,1,9,0,1,0,0
20,2,0,6,3,12,0,0,1,0,0,17,0,0,5,1,0,0,7
21,2,1,5,4,8,1,0,1,0,1,16,3,0,2,2,0,0,3
22,2,2,4,10,6,2,0,0,0,8,5,10,0,11,8,0,0,4
23,2,3,3,9,5,2,8,0,0,14,5,13,0,7,8,0,0,7
24,2,4,5,4,6,12,19,0,3,13,13,8,1,2,14,0,0,7
25,2,5,5,2,4,6,13,2,15,5,19,8,0,0,7,0,3,8
26,2,6,5,0,2,8,6,14,15,2,25,7,0,0,3,0,1,4
27,2,7,5,0,1,1,2,12,7,4,13,2,0,3,0,4,2,0
28,2,8,5,0,4,1,0,4,1,22,15,4,0,8,0,9,1,2
29,2,9,5,2,10,0,0,4,0,8,21,4,0,11,1,7,0,3
30,3,0,3,0,3,0,0,4,1,0,11,0,0,0,0,1,0,9
31,3,1,3,1,7,0,0,1,1,7,5,5,0,5,5,0,1,6
32,3,2,3,8,5,1,0,0,1,4,3,18,1,4,20,0,0,6
33,3,3,5,4,8,3,3,1,1,15,5,18,1,4,29,0,2,7
34,3,4,5,2,5,8,4,4,5,8,19,14,1,2,17,0,2,9
35,3,5,5,1,13,12,8,9,14,3,32,6,0,0,11,0,5,13
36,3,6,5,0,11,3,3,14,5,2,26,12,0,1,2,1,0,1
37,3,7,5,0,9,4,6,15,5,6,6,7,1,3,0,2,1,3
38,3,8,5,0,12,2,9,6,1,24,7,18,0,4,0,5,0,0
39,3,9,5,0,10,3,0,4,0,16,11,8,0,13,0,10,0,6
40,4,0,3,2,1,0,0,6,2,0,4,1,0,7,1,18,0,6
41,4,1,3,0,2,0,0,5,2,2,0,2,2,8,5,1,0,9
42,4,2,3,1,3,1,0,0,1,2,4,5,1,10,15,1,8,4
43,4,3,3,1,5,0,2,3,0,9,1,6,5,10,18,0,11,3
44,4,4,5,1,5,4,1,12,1,7,3,7,5,0,14,0,11,8
45,4,5,7,0,10,7,1,5,7,3,6,13,3,0,2,0,5,4
46,4,6,8,0,15,3,4,13,4,2,8,24,3,0,2,2,3,3
47,4,7,7,0,16,5,6,6,1,2,4,27,0,0,0,6,1,0
48,4,8,5,0,14,8,17,4,0,8,1,18,0,3,1,9,0,1
49,4,9,5,0,8,5,19,14,1,10,3,5,0,4,0,17,1,8
50,5,0,3,0,0,0,0,16,5,0,1,0,1,0,1,18,0,5
51,5,1,3,0,0,0,0,2,9,0,0,2,0,9,4,7,1,2
52,5,2,3,2,0,0,0,5,4,3,3,0,5,8,4,0,18,5
53,5,3,3,0,3,0,0,6,1,0,0,1,10,2,10,0,18,3
54,5,4,5,0,5,1,0,20,0,7,2,4,7,0,7,1,22,0
55,5,5,8,0,6,2,1,23,1,3,3,10,5,0,0,0,21,0
56,5,6,10,0,12,3,2,12,0,2,0,23,5,0,1,0,3,2
57,5,7,8,0,26,6,7,2,0,3,1,30,7,0,4,3,2,0
58,5,8,7,0,15,16,17,7,2,1,0,18,2,0,6,8,0,0
59,5,9,7,0,5,7,14,17,4,1,0,8,0,0,3,25,2,1
60,6,0,3,0,0,0,3,12,11,0,0,0,0,0,0,29,4,2
61,6,1,3,1,1,0,4,8,15,0,0,2,3,2,3,10,7,1
62,6,2,3,0,0,0,0,4,18,0,0,1,2,4,4,1,8,0
63,6,3,3,4,2,0,0,9,12,1,0,0,14,1,10,0,13,0
64,6,4,7,9,0,0,0,22,2,0,0,2,16,0,6,0,7,0
65,6,5,7,1,3,1,0,22,1,0,0,12,19,0,5,0,22,0
66,6,6,8,0,11,2,1,6,0,0,0,23,18,0,5,0,7,0
67,6,7,8,0,6,9,5,5,1,0,0,33,11,0,14,0,1,0
68,6,8,9,0,10,12,7,19,1,0,0,21,7,0,21,11,1,0
69,6,9,8,0,5,14,7,13,5,0,0,7,1,0,10,37,0,0
70,7,0,3,0,0,0,7,6,18,0,0,0,1,0,0,8,0,1
71,7,1,3,1,0,0,4,10,22,0,0,0,2,2,2,3,2,0
72,7,2,3,3,0,0,1,5,29,0,0,0,3,6,11,0,4,0
73,7,3,8,3,0,0,1,6,32,0,0,0,6,11,11,0,8,0
74,7,4,9,13,0,0,0,6,8,0,0,0,20,1,22,0,13,0
75,7,5,8,4,0,2,0,10,1,0,0,2,16,0,4,0,12,0
76,7,6,7,0,1,0,0,3,0,0,0,15,26,0,9,0,3,0
77,7,7,9,1,4,1,0,2,0,0,0,39,25,0,20,3,2,0
78,7,8,10,1,1,10,3,7,1,0,0,27,6,0,22,5,0,0
79,7,9,9,1,0,9,6,13,7,0,0,8,2,0,12,9,0,0
80,8,0,3,3,0,0,14,4,6,0,0,0,1,6,0,1,0,0
81,8,1,3,1,0,0,3,0,15,0,1,0,6,19,2,1,0,0
82,8,2,7,5,0,0,1,1,24,0,0,0,7,20,8,0,2,0
83,8,3,9,18,0,0,0,3,26,0,0,0,9,17,15,0,1,0
84,8,4,10,11,0,0,0,2,13,0,0,0,5,7,21,0,5,0
85,8,5,9,7,2,0,0,1,2,0,0,4,21,2,4,0,5,0
86,8,6,7,0,0,0,0,3,0,0,0,7,12,0,1,0,10,0
87,8,7,8,0,1,1,2,1,0,0,0,27,11,0,9,1,2,0
88,8,8,9,3,0,1,8,0,1,0,0,23,2,0,8,1,2,0
89,8,9,8,5,0,3,11,1,4,0,0,11,2,1,1,2,0,0
90,9,0,3,7,1,0,9,1,0,0,2,0,14,6,0,0,0,0
91,9,1,3,7,1,0,10,0,8,0,1,0,22,26,0,0,0,0
92,9,2,3,6,0,0,1,1,10,0,1,1,26,27,7,0,0,1
93,9,3,8,9,0,0,1,0,9,0,0,2,9,17,3,0,0,0
94,9,4,9,4,0,0,1,0,7,0,0,0,7,6,6,0,2,0
95,9,5,8,2,0,0,2,0,0,0,0,0,9,0,3,0,9,0
96,9,6,6,0,0,0,1,0,1,0,0,2,5,0,0,0,6,0
97,9,7,7,2,0,0,1,1,0,0,0,4,5,0,1,0,6,0
98,9,8,7,5,0,1,9,1,1,0,2,11,1,1,3,0,2,0
99,9,9,7,8,0,0,16,2,1,0,1,4,2,2,0,0,0,0
