,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,0,0,0,0,6,0,14,23,0,0,0,0,0
1,0,1,3,4,0,0,0,0,0,4,4,18,34,0,0,0,0,0
2,0,2,3,7,0,0,0,0,0,2,9,13,15,0,0,0,0,0
3,0,3,3,5,0,0,2,1,0,0,4,9,10,0,1,0,0,0
4,0,4,3,3,0,0,3,4,0,0,7,9,10,0,1,0,1,0
5,0,5,3,0,0,0,11,9,4,0,1,21,2,0,1,0,6,2
6,0,6,3,0,0,0,3,6,8,0,0,12,0,2,0,1,26,3
7,0,7,9,0,0,1,6,3,9,0,0,2,0,9,0,6,21,0
8,0,8,10,0,0,0,2,1,10,2,2,8,2,6,0,9,6,0
9,0,9,9,0,1,0,0,0,8,2,0,5,8,3,0,5,1,0
10,1,0,3,1,1,0,1,0,0,7,0,7,8,0,0,0,0,0
11,1,1,4,9,1,0,0,0,0,20,2,16,18,0,0,0,0,0
12,1,2,5,22,0,0,0,0,0,4,2,12,14,0,0,0,0,0
13,1,3,4,16,0,0,4,1,0,4,7,17,25,0,4,0,0,0
14,1,4,3,4,0,0,6,3,0,4,8,9,18,0,4,0,0,4
15,1,5,4,0,0,0,9,5,0,1,4,6,6,1,4,0,5,4
16,1,6,4,1,0,0,11,8,2,0,0,5,3,7,3,1,20,9
17,1,7,4,0,0,0,2,1,9,0,3,3,0,18,0,4,6,2
18,1,8,9,0,0,1,1,3,10,4,3,2,2,11,0,13,9,1
19,1,9,3,0,1,1,1,0,2,8,2,6,7,7,0,11,2,0
20,2,0,4,4,5,0,6,0,1,10,1,2,0,0,0,3,0,0
21,2,1,7,8,2,0,5,0,0,16,3,13,2,0,0,3,0,0
22,2,2,8,22,0,0,1,0,2,9,5,16,13,1,1,0,0,0
23,2,3,7,21,0,0,0,1,0,9,2,17,10,1,1,0,0,2
24,2,4,4,9,0,0,4,1,0,6,0,5,30,1,15,0,1,10
25,2,5,6,16,0,0,2,1,0,2,0,5,5,0,16,0,1,25
26,2,6,7,9,0,1,4,2,3,0,1,1,2,18,5,3,9,21
27,2,7,6,2,0,2,4,2,2,0,7,1,0,19,1,2,10,8
28,2,8,4,0,4,9,1,0,1,4,11,0,0,13,0,11,14,0
29,2,9,3,3,3,11,2,0,2,3,14,1,0,10,0,19,5,0
30,3,0,5,11,8,1,15,0,4,6,7,9,0,1,0,11,0,0
31,3,1,8,9,9,1,12,0,7,11,12,26,3,1,0,4,0,0
32,3,2,10,9,1,0,7,0,12,11,8,25,3,1,0,1,0,0
33,3,3,8,7,1,0,2,0,3,6,4,11,6,2,6,0,0,1
34,3,4,6,11,0,0,1,0,0,6,2,1,6,2,15,0,1,8
35,3,5,8,34,0,0,1,0,0,0,0,3,7,0,10,0,5,15
36,3,6,9,21,0,2,1,2,0,0,5,1,0,0,2,1,11,12
37,3,7,8,11,2,7,0,3,0,0,14,0,1,11,0,3,6,7
38,3,8,6,1,4,25,0,11,1,0,24,0,0,5,0,10,14,1
39,3,9,4,6,12,27,2,7,2,2,45,0,0,1,0,14,5,0
40,4,0,5,9,5,6,21,0,8,1,5,7,0,1,0,13,0,0
41,4,1,7,11,0,6,18,0,28,4,11,24,1,1,0,3,0,0
42,4,2,8,10,3,0,9,0,20,4,15,21,0,8,1,1,0,0
43,4,3,7,3,0,0,0,0,6,1,3,7,6,8,1,0,0,0
44,4,4,7,7,0,0,0,0,3,2,1,1,4,2,4,0,0,4
45,4,5,9,26,1,0,1,0,0,2,0,0,2,1,1,0,3,5
46,4,6,10,29,2,1,0,1,0,2,0,0,0,0,5,3,13,5
47,4,7,10,9,3,12,1,5,0,0,18,0,0,1,0,1,20,0
48,4,8,10,4,2,28,0,12,0,0,25,0,0,0,0,13,15,0
49,4,9,4,5,18,23,9,21,1,1,38,0,0,0,0,23,13,0
50,5,0,5,11,5,21,19,0,3,0,3,2,4,2,0,19,1,1
51,5,1,5,10,0,25,10,0,26,4,1,6,0,6,0,11,0,1
52,5,2,5,5,0,7,9,0,28,2,8,4,1,8,5,6,0,0
53,5,3,4,6,0,1,3,0,12,1,1,0,2,18,2,1,0,0
54,5,4,6,1,1,0,0,0,0,1,0,0,0,7,1,0,0,0
55,5,5,8,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0
56,5,6,9,7,5,0,0,1,0,1,0,0,0,1,0,0,5,1
57,5,7,10,4,13,4,1,5,0,0,1,0,0,0,0,3,7,0
58,5,8,10,3,9,12,1,23,0,1,19,0,0,0,0,8,6,0
59,5,9,4,7,6,16,13,13,1,1,11,0,0,0,0,8,3,0
60,6,0,5,11,0,10,9,0,4,0,0,1,6,3,0,11,4,5
61,6,1,3,7,0,20,9,0,6,0,0,0,9,5,4,13,0,10
62,6,2,3,3,0,15,1,0,17,0,2,1,7,16,5,13,0,2
63,6,3,5,2,0,3,2,0,2,1,1,1,4,12,4,5,0,1
64,6,4,5,1,2,0,0,0,0,0,0,0,1,2,3,1,2,0
65,6,5,6,0,9,3,0,0,0,0,0,0,0,3,0,0,1,0
66,6,6,7,0,17,2,0,1,0,0,0,1,0,0,0,1,4,0
67,6,7,10,1,25,0,0,4,0,2,2,0,0,0,0,1,2,0
68,6,8,10,0,16,5,1,13,0,2,1,0,0,1,0,3,5,0
69,6,9,3,6,9,11,4,10,0,3,3,0,1,1,0,8,2,2
70,7,0,3,1,0,8,3,0,1,0,2,2,10,2,2,5,6,16
71,7,1,3,3,0,15,1,0,0,0,0,4,15,7,4,18,2,24
72,7,2,3,1,0,12,1,0,1,0,1,0,22,12,6,21,0,5
73,7,3,3,0,0,9,1,0,1,0,1,1,17,4,5,11,1,1
74,7,4,7,0,2,4,0,2,1,0,2,1,1,2,5,2,0,0
75,7,5,8,0,12,10,0,5,0,2,0,0,0,1,2,0,1,0
76,7,6,7,0,31,12,0,6,0,1,0,3,0,0,0,0,3,0
77,7,7,4,0,42,4,0,9,1,5,0,1,0,5,0,0,5,0
78,7,8,3,0,27,1,0,7,5,9,0,0,0,3,0,1,5,0
79,7,9,3,0,17,5,1,2,1,7,0,1,2,6,0,1,14,3
80,8,0,3,0,0,8,0,0,0,1,0,9,19,0,2,10,17,14
81,8,1,3,1,0,13,0,0,0,0,0,9,23,1,2,19,5,23
82,8,2,3,0,0,13,0,0,0,0,1,1,23,3,10,22,0,11
83,8,3,6,1,0,9,0,1,0,0,9,3,5,3,4,5,1,0
84,8,4,8,0,0,9,2,1,0,0,7,5,2,0,8,3,1,0
85,8,5,10,0,1,23,0,18,1,0,6,5,0,1,1,0,3,0
86,8,6,8,0,13,23,1,36,4,5,1,3,0,1,0,0,14,0
87,8,7,6,0,31,6,0,38,8,16,0,5,0,5,0,1,9,0
88,8,8,3,0,38,2,0,8,2,9,0,2,3,10,0,0,16,2
89,8,9,3,0,26,1,0,0,2,17,0,2,6,7,0,4,12,3
90,9,0,3,0,0,1,0,0,0,1,1,18,28,0,0,5,11,6
91,9,1,3,0,0,6,0,0,0,2,0,14,35,0,3,11,9,7
92,9,2,3,1,0,1,0,0,0,1,6,6,21,0,6,9,2,5
93,9,3,3,2,0,3,1,2,0,0,5,0,10,0,4,2,0,1
94,9,4,7,1,1,10,3,7,0,0,6,6,2,0,4,2,2,0
95,9,5,8,0,2,22,6,12,0,1,3,9,3,0,1,0,8,0
96,9,6,7,0,5,24,4,27,9,2,2,12,0,1,0,2,16,0
97,9,7,3,0,22,9,2,21,12,7,0,12,0,11,0,2,13,0
98,9,8,3,0,35,0,1,10,17,24,0,1,1,10,0,3,20,0
99,9,9,3,0,24,0,0,3,9,13,0,7,8,9,1,0,17,3
