,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,5,14,0,0,0,0,0,0,27,7,0,0,0,2,0,0
1,0,1,5,2,0,1,0,0,2,14,27,12,0,0,0,4,0,0
2,0,2,5,0,0,1,0,0,1,18,15,13,0,0,0,0,0,1
3,0,3,3,0,0,1,0,0,2,19,2,5,0,0,0,0,0,0
4,0,4,5,0,1,1,0,0,0,12,2,3,4,1,0,0,0,0
5,0,5,3,0,0,3,0,0,0,5,1,0,19,6,0,0,0,0
6,0,6,5,0,0,9,1,0,1,0,0,3,29,9,0,2,0,0
7,0,7,5,0,0,36,4,0,0,0,0,10,26,15,4,7,0,0
8,0,8,5,5,0,25,4,0,0,0,2,8,8,12,11,24,0,0
9,0,9,3,24,0,7,5,0,0,0,4,7,3,4,13,35,0,0
10,1,0,7,7,0,0,0,0,0,1,7,3,0,0,2,17,0,1
11,1,1,8,2,0,2,0,0,0,3,12,7,0,0,0,3,0,0
12,1,2,7,0,0,4,0,1,2,14,10,6,0,0,0,0,0,2
13,1,3,5,0,3,1,0,0,13,12,2,6,1,0,0,0,0,5
14,1,4,5,0,1,1,0,0,11,3,4,1,4,1,0,0,0,2
15,1,5,5,0,1,1,0,0,3,0,1,0,11,10,0,0,0,1
16,1,6,5,0,0,2,1,0,0,0,1,4,18,21,2,4,0,0
17,1,7,5,0,0,14,5,0,1,0,0,3,8,22,1,8,0,0
18,1,8,5,5,0,7,11,0,4,0,0,9,6,24,5,33,0,0
19,1,9,5,4,0,2,3,0,0,0,4,0,0,7,6,40,0,0
20,2,0,8,1,0,4,0,0,1,0,4,1,0,0,5,24,0,1
21,2,1,10,1,0,2,0,0,4,0,1,0,0,1,2,9,0,6
22,2,2,8,0,2,5,0,2,10,3,5,1,1,1,2,1,0,5
23,2,3,5,0,1,12,0,1,19,0,7,0,1,0,0,0,0,9
24,2,4,5,0,2,11,0,2,17,2,9,1,1,4,0,0,2,11
25,2,5,3,0,8,4,0,2,3,1,6,0,3,7,0,0,0,2
26,2,6,5,0,4,1,2,2,2,0,1,1,6,19,0,0,0,0
27,2,7,5,0,1,2,4,1,5,0,0,2,4,28,1,4,0,0
28,2,8,5,1,0,4,11,0,12,0,1,3,2,23,4,12,0,0
29,2,9,3,2,0,0,3,0,8,0,1,0,0,12,9,29,0,0
30,3,0,7,0,0,1,0,0,1,0,0,0,0,1,24,8,0,2
31,3,1,8,0,0,4,0,1,3,0,1,0,0,5,7,5,0,4
32,3,2,8,0,1,4,0,5,15,0,12,0,0,6,1,0,1,16
33,3,3,7,0,2,8,0,2,22,2,12,1,1,3,0,0,0,15
34,3,4,3,0,9,7,0,7,19,7,6,0,0,2,0,0,1,2
35,3,5,3,0,5,3,0,7,8,8,8,3,1,8,0,0,0,1
36,3,6,3,0,6,1,1,5,5,0,0,0,1,9,0,0,0,0
37,3,7,5,2,2,0,2,8,10,1,0,1,0,11,0,0,0,0
38,3,8,3,9,1,0,3,1,21,0,0,0,0,5,8,7,0,0
39,3,9,3,15,1,2,5,0,18,0,1,0,0,6,27,7,0,0
40,4,0,5,0,1,2,2,0,5,0,0,0,0,1,22,2,2,3
41,4,1,8,0,2,1,0,4,10,0,3,0,0,8,12,0,7,11
42,4,2,10,0,1,2,0,6,21,0,8,3,0,11,0,1,8,13
43,4,3,8,0,7,3,0,12,23,5,12,2,0,6,0,2,7,22
44,4,4,5,0,7,2,0,41,8,7,4,5,7,5,0,1,8,14
45,4,5,3,0,8,0,8,27,1,7,4,8,4,6,0,1,3,5
46,4,6,3,0,4,0,8,27,5,3,5,2,4,3,0,0,0,0
47,4,7,3,6,6,0,3,16,15,0,2,2,0,4,0,0,0,0
48,4,8,10,21,0,0,2,1,7,0,2,0,1,1,11,0,0,0
49,4,9,3,15,6,0,4,1,15,0,1,0,2,0,35,0,0,2
50,5,0,8,0,12,0,3,0,3,0,0,1,0,3,13,0,2,1
51,5,1,7,0,5,1,3,0,11,2,3,1,0,3,2,0,17,4
52,5,2,8,0,4,3,1,9,16,3,7,8,1,4,0,3,10,9
53,5,3,7,0,2,4,1,19,14,7,7,11,4,8,0,2,19,7
54,5,4,3,0,5,0,7,25,7,12,9,31,19,4,0,1,10,9
55,5,5,3,0,6,1,20,34,3,2,6,15,17,2,0,1,3,5
56,5,6,3,0,6,0,18,26,0,4,2,4,6,1,0,0,0,2
57,5,7,3,3,6,0,14,7,5,1,3,0,6,0,1,0,0,0
58,5,8,3,21,16,0,4,2,12,1,7,0,8,1,3,0,0,0
59,5,9,3,17,17,0,0,0,13,0,2,0,9,0,10,0,1,0
60,6,0,10,0,26,0,2,1,1,0,0,1,0,0,6,0,6,1
61,6,1,8,0,24,0,4,1,7,0,3,2,0,3,3,2,10,2
62,6,2,5,0,7,0,1,2,7,0,4,4,1,4,3,6,17,3
63,6,3,3,0,1,0,0,13,8,1,6,11,6,4,3,8,15,8
64,6,4,3,0,2,0,10,8,5,4,2,23,20,6,0,7,12,12
65,6,5,3,0,2,0,21,10,3,4,6,34,29,0,0,4,1,7
66,6,6,3,0,13,0,13,6,0,3,1,11,7,1,0,4,0,4
67,6,7,8,5,19,0,8,1,1,1,8,2,7,0,0,1,0,1
68,6,8,3,8,22,0,5,0,1,0,11,1,26,0,0,0,0,0
69,6,9,3,6,27,1,2,0,4,2,5,0,17,0,2,0,1,0
70,7,0,8,1,42,0,5,0,3,6,1,0,0,0,2,0,2,11
71,7,1,6,1,32,0,5,0,4,5,1,5,0,2,15,2,4,6
72,7,2,3,0,13,0,0,0,5,6,6,7,0,0,9,8,8,4
73,7,3,3,0,3,0,1,0,8,7,3,17,3,2,8,16,12,12
74,7,4,3,0,2,0,6,3,7,3,4,12,11,0,1,19,12,19
75,7,5,3,0,4,0,6,0,0,1,2,12,9,1,0,12,11,18
76,7,6,8,0,9,0,8,0,1,2,4,5,8,1,0,3,5,12
77,7,7,10,0,10,3,8,0,0,0,4,1,19,0,0,0,1,1
78,7,8,8,0,20,6,8,0,0,1,16,5,20,0,1,0,0,0
79,7,9,3,1,29,10,8,0,0,1,8,0,22,0,1,0,0,2
80,8,0,4,10,27,1,6,0,1,12,9,3,0,0,8,1,0,10
81,8,1,3,3,25,0,6,1,5,14,8,14,0,0,10,2,1,9
82,8,2,3,0,8,0,0,0,16,16,4,10,0,0,6,11,3,7
83,8,3,3,0,1,0,1,0,5,8,2,3,0,1,2,20,9,12
84,8,4,3,0,0,0,0,0,7,3,2,2,6,0,2,11,33,36
85,8,5,3,0,0,1,3,0,0,2,1,4,3,0,1,10,23,13
86,8,6,3,0,0,1,10,0,1,0,1,4,12,1,0,4,8,10
87,8,7,8,0,7,24,10,0,0,0,1,3,10,2,1,0,0,2
88,8,8,3,9,22,24,12,0,0,2,6,3,6,0,3,0,0,0
89,8,9,3,8,18,22,18,0,1,6,10,1,7,0,4,2,0,5
90,9,0,3,21,14,1,2,0,2,28,24,10,0,0,1,0,0,12
91,9,1,3,3,8,0,0,0,2,38,17,14,0,0,4,3,0,5
92,9,2,3,2,3,0,2,0,7,37,6,19,0,0,6,0,1,9
93,9,3,3,0,0,0,0,0,0,14,2,7,0,0,2,6,11,5
94,9,4,3,0,1,0,0,0,1,8,1,1,5,0,1,11,38,7
95,9,5,3,0,1,0,1,0,0,2,0,2,10,2,0,1,21,9
96,9,6,3,0,0,5,7,0,1,0,0,6,20,4,2,3,10,6
97,9,7,3,0,9,29,13,0,0,0,0,4,21,3,3,6,2,0
98,9,8,3,8,2,41,13,0,0,2,3,13,11,1,11,11,0,2
99,9,9,3,17,11,24,12,0,1,8,10,6,1,1,11,7,0,5
