,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,0,2,0,0
1,0,1,5,0,1,0,2,0,3,0,0,2,7,0,0,2,0,0
2,0,2,7,0,5,0,2,0,4,1,0,3,18,0,0,2,2,1
3,0,3,7,0,0,1,0,0,7,5,0,5,15,0,0,0,0,0
4,0,4,8,0,0,1,0,0,28,12,0,11,5,0,0,2,3,0
5,0,5,9,0,0,2,0,0,1,9,7,13,4,0,0,1,15,0
6,0,6,10,0,0,0,0,0,2,8,6,11,2,0,0,0,11,0
7,0,7,9,0,2,0,0,0,0,0,22,5,0,0,0,0,13,0
8,0,8,3,0,4,0,0,0,0,0,9,2,0,0,0,0,0,0
9,0,9,3,0,9,0,0,0,0,0,10,0,1,0,0,0,0,0
10,1,0,5,0,29,0,13,0,1,0,0,0,1,0,0,2,1,0
11,1,1,7,0,19,0,7,0,7,1,0,0,3,0,0,2,1,5
12,1,2,8,0,9,1,0,0,9,3,0,2,4,0,0,7,0,5
13,1,3,9,0,6,3,1,0,12,2,0,7,6,0,0,9,2,0
14,1,4,10,0,1,3,0,0,11,15,0,10,7,0,0,4,7,0
15,1,5,8,1,0,3,0,0,7,22,5,8,0,0,0,0,13,0
16,1,6,9,0,1,2,0,0,2,6,11,6,0,0,0,1,13,0
17,1,7,5,0,1,1,0,0,1,1,15,4,0,0,0,0,6,0
18,1,8,5,0,10,0,2,0,0,0,20,2,0,0,0,0,1,0
19,1,9,3,0,22,1,2,0,1,0,5,0,1,0,0,0,0,0
20,2,0,5,0,28,0,20,0,2,0,0,0,1,0,1,0,2,2
21,2,1,7,1,36,0,14,0,3,1,0,1,1,0,2,7,2,7
22,2,2,9,1,21,2,9,0,9,1,0,0,2,0,2,10,3,21
23,2,3,10,0,14,2,0,0,7,9,0,1,2,1,0,7,1,6
24,2,4,9,3,2,9,0,0,10,8,1,1,1,0,0,6,2,0
25,2,5,7,1,1,8,0,0,2,5,11,7,0,0,0,4,8,0
26,2,6,5,1,0,3,0,0,0,5,11,10,0,1,0,4,6,1
27,2,7,5,0,0,1,0,0,1,1,19,5,0,0,0,0,3,1
28,2,8,3,0,4,0,1,0,2,1,10,1,0,0,0,0,1,2
